year,name,college,position,height,weight,wonderlic,dash40,bench,vert_jump,broad_jump,shuttle,shuttle3,lineman
2010,Mike Kafka,Northwestern,QB,75,225,NA,4.93,NA,32,110,4.37,6.96,No
2010,Sergio Kindle,Texas,LB,75,250,NA,4.65,25,36.5,118,4.53,7.26,No
2010,Jammie Kirlew,Indiana,DL,73,260,NA,5.05,26,33,111,4.74,7.5,Yes
2010,Keaton Kristick,Oregon State,LB,75,234,NA,4.7,16,34,120,4.21,6.96,No
2010,Brandon LaFell,Louisiana State,PC,75,211,NA,4.58,NA,36,115,4.23,6.81,No
2010,Austen Lane,Murray State (KY),DL,78,276,NA,4.84,NA,34.5,125,4.6,7.38,Yes
2010,Brandon Lang,Troy,DL,76,266,NA,5,20,28.5,104,4.68,NA,Yes
2010,Ted Larsen,North Carolina State,OL,75,304,NA,5.19,26,24,96,4.66,7.81,Yes
2010,Shawn Lauvao,Arizona State,OL,75,315,NA,5.22,33,26.5,101,4.51,7.56,Yes
2010,Simoni Lawrence,Minnesota,LB,73,232,NA,4.59,21,40,123,4.43,7.3,No
2010,Boris Lee,Troy,LB,73,238,NA,4.94,27,32.5,112,NA,NA,No
2010,Sean Lee,Penn State,LB,74,236,NA,4.71,24,37.5,120,NA,NA,No
2010,Dan LeFevour,Central Michigan,QB,75,230,NA,4.6,NA,29.5,110,4.22,6.93,No
2010,Kendrick Lewis,Mississippi,DB,73,198,NA,4.73,16,31.5,116,4.33,6.88,No
2010,Myron Lewis,Vanderbilt,DB,74,203,NA,4.42,10,37,126,NA,NA,No
2010,Thaddeus Lewis,Duke,QB,73,215,NA,4.84,NA,28,107,NA,NA,No
2010,Trevard Lindley,Kentucky,DB,71,183,NA,4.51,9,38.5,116,4.27,6.81,No
2010,Scott Long,Louisville,PC,74,216,NA,4.46,20,41.5,123,4.09,6.45,No
2010,Darius Marshall,Marshall,RB,69,190,NA,4.59,14,35.5,109,4.39,NA,No
2010,Ryan Mathews,Fresno State,RB,73,218,16,4.37,19,36,121,4.33,7,No
2010,Sam Maxwell,Kentucky,LB,74,246,NA,*4.88,NA,33,108,4.52,7.37,No
2010,Taylor Mays,Southern California,DB,75,230,NA,4.31,24,41,125,NA,NA,No
2010,Kyle McCarthy,Notre Dame,DB,73,205,NA,4.58,24,34,117,4.13,6.74,No
2010,Rolando McClain,Alabama,LB,76,249,NA,*4.68,24,NA,NA,NA,NA,No
2010,Albert McClellan,Marshall,LB,73,247,NA,4.75,26,36.5,119,4.21,7.24,No
2010,Dexter McCluster,Mississippi,PC,69,172,18,4.53,20,37.5,118,4.06,NA,No
2010,Devin McCourty,Rutgers,DB,71,193,NA,4.38,16,36,126,4.07,6.7,No
2010,Anthony McCoy,Southern California,PC,77,259,NA,4.71,19,35.5,113,4.57,6.99,No
2010,Colt McCoy,Texas,QB,73,216,25,4.79,NA,NA,114,NA,NA,No
2010,Gerald McCoy,Oklahoma,DL,76,295,NA,5.04,23,30.5,114,4.48,7.32,Yes
2010,Chris McGaha,Arizona State,PC,73,201,NA,*4.52,19,40,122,4.21,NA,No
2010,Joe McKnight,Southern California,RB,73,198,NA,4.4,18,36.5,120,NA,NA,No
2010,Mike McLaughlin,Boston College,LB,73,242,NA,4.84,29,38.5,114,4.11,6.85,No
2010,Shawnbrey McNeal,Southern Methodist,RB,69,194,NA,4.53,14,36,117,NA,NA,No
2010,Kerry Meier,Kansas,PC,74,224,NA,4.62,13,35,115,4.23,NA,No
2010,Greg Middleton,Indiana,DL,75,268,NA,4.96,NA,38,116,4.69,7.65,Yes
2010,Lonyae Miller,Fresno State,RB,73,221,NA,4.43,26,36.5,120,4.54,7.2,No
2010,Koa Misi,Utah,LB,75,251,NA,4.75,NA,38,127,4.27,7.07,No
2010,Carlton Mitchell,South Florida,PC,75,215,NA,4.46,16,36,122,4.55,6.96,No
2010,Earl Mitchell,Arizona,DL,74,296,NA,4.75,25,28.5,107,4.55,7.68,Yes
2010,Arthur Moats,James Madison,LB,73,246,NA,4.64,24,36.5,122,4.37,7.22,No
2010,Tony Moeaki,Iowa,PC,75,245,NA,4.69,18,34,113,4.42,7.1,No
2010,Joshua Moore,Kansas State,DB,71,188,NA,4.5,2,36.5,122,4.07,6.74,No
2010,Derrick Morgan,Georgia Tech,DL,75,266,NA,4.77,NA,34,112,4.43,7.12,Yes
2010,Roddrick Muckelroy,Texas,LB,74,246,NA,4.68,19,31,110,4.39,7.25,No
2010,Jerome Murphy,South Florida,DB,73,196,NA,4.5,16,38,127,4.05,6.87,No
2010,Mike Neal,Purdue,DL,75,294,NA,4.87,31,33,113,4.53,7.53,Yes
2010,Marshall Newhouse,Texas Christian,OL,76,319,NA,4.99,25,25,97,4.6,7.4,Yes
2010,Eric Norwood,South Carolina,LB,73,242,NA,4.71,NA,36.5,115,4.23,7.08,No
2010,Jared Odrick,Penn State,DL,77,304,NA,5.03,26,29,106,4.59,7.22,Yes
2010,Vince Oghobaase,Duke,DL,77,302,NA,5.46,27,26,NA,NA,7.84,Yes
2010,Russell Okung,Oklahoma State,OL,77,307,NA,5.18,38,NA,NA,NA,NA,Yes
2010,Eric Olsen,Notre Dame,OL,76,306,NA,5.25,35,29.5,93,4.82,7.5,Yes
2010,Jeff Owens,Georgia,DL,73,304,NA,4.97,44,30,101,4.68,NA,Yes
2010,Akwasi Owusu-Ansah,Indiana (PA),DB,73,207,NA,4.32,NA,35.5,120,4.32,6.84,No
2010,Alex Parsons,Southern California,OL,76,309,NA,5.12,23,27,99,NA,NA,Yes
2010,Pat Paschall,North Dakota State,RB,73,209,25,4.65,15,38.5,118,4.33,7.02,No
2010,Colin Peek,Alabama,PC,77,252,NA,*4.92,19,NA,NA,NA,NA,No
2010,Cole Pemberton,Colorado State,OL,79,315,NA,5.37,18,22.5,NA,4.77,7.65,Yes
2010,David Pender,Purdue,DB,73,180,NA,4.37,8,39,124,NA,NA,No
2010,Jared Perry,Missouri,PC,73,178,NA,4.51,11,33.5,121,4.39,6.75,No
2010,Corey Peters,Kentucky,DL,75,300,NA,4.98,NA,33,98,4.76,7.56,Yes
2010,Mitch Petrus,Arkansas,OL,75,310,NA,5.34,45,NA,NA,NA,NA,Yes
2010,Jason Pierre-Paul,South Florida,DL,77,270,NA,4.71,19,30.5,115,4.67,7.18,Yes
2010,Tony Pike,Cincinnati,QB,78,223,NA,4.9,NA,28.5,108,4.53,7.06,No
2010,Dennis Pitta,BYU,PC,77,245,NA,4.68,27,34,113,4.17,6.72,No
2010,Nick Polk,Indiana,DB,71,211,NA,4.55,14,38,121,NA,NA,No
2010,Maurkice Pouncey,Florida,OL,77,304,NA,5.25,NA,NA,95,4.92,7.74,Yes
2010,Brian Price,UCLA,DL,73,303,NA,5.12,34,28.5,96,NA,NA,Yes
2010,Taylor Price,Ohio,PC,73,204,NA,4.4,16,37,114,4.34,6.82,No
2010,Andrew Quarless,Penn State,PC,77,254,NA,4.68,23,32,112,NA,NA,No
2010,David Reed,Utah,PC,73,191,NA,4.56,15,37,114,4.38,6.95,No
2010,Dace Richardson,Iowa,OL,77,320,NA,5.76,19,23.5,NA,5.38,8.58,Yes
2010,Perry Riley,Louisiana State,LB,73,239,NA,4.69,NA,35.5,119,4.25,6.97,No
2010,Andre Roberts,Citadel,PC,71,195,NA,4.4,15,36,120,4.15,6.77,No
2010,Patrick Robinson,Florida State,DB,71,190,NA,4.46,15,39,122,NA,6.78,No
2010,Zac Robinson,Oklahoma State,QB,75,214,NA,4.68,NA,35,110,4.4,7.24,No
2010,Dennis Rogan,Tennessee,DB,69,185,NA,4.73,NA,38,118,4.1,NA,No
2010,Myron Rolle,Florida State,DB,74,215,NA,4.59,21,36,124,4.15,6.94,No
2010,Devin Ross,Arizona,DB,70,183,NA,4.64,16,40,119,NA,7.07,No
2010,Jay Ross,East Carolina,DL,75,313,NA,5.1,30,32,100,4.64,7.83,Yes
2010,Rodger Saffold,Indiana,OL,77,316,NA,5.21,27,29.5,113,4.67,7.42,Yes
2010,Emmanuel Sanders,Southern Methodist,PC,71,186,NA,4.4,12,39.5,126,4.1,6.64,No
2010,Ricky Sapp,Clemson,LB,76,252,NA,4.65,23,34,114,4.41,7.29,No
2010,Charles Scott,Louisiana State,RB,73,238,26,4.68,NA,30.5,111,4.47,6.98,No
2010,Chris Scott,Tennessee,OL,75,319,NA,5.52,19,22.5,NA,5.03,8.24,Yes
2010,George Selvie,South Florida,DL,77,252,NA,4.93,24,30.5,109,4.63,7.48,Yes
2010,Darryl Sharpton,Miami,LB,73,236,NA,4.81,24,NA,NA,4.42,7.19,No
2010,Cameron Sheffield,Troy,LB,75,257,NA,4.92,NA,33,115,4.53,7.23,No
2010,Malcolm Sheppard,Arkansas,DL,74,285,NA,5.11,19,28,100,4.78,7.81,Yes
2010,Jordan Shipley,Texas,PC,71,193,NA,4.6,16,36.5,116,NA,NA,No
2010,John Skelton,Fordham,QB,78,243,24,4.85,NA,33.5,108,4.33,7.17,No
2010,Riley Skinner,Wake Forest,QB,73,214,NA,5.05,NA,30,101,4.29,7.04,No
2010,Shelley Smith,Colorado State,OL,75,300,NA,5.03,26,34,112,4.71,7.67,Yes
2010,Jevan Snead,Mississippi,QB,75,219,22,5.04,NA,33,106,4.33,7.08,No
2010,Amari Spievey,Iowa,DB,71,195,NA,4.52,NA,35,116,NA,NA,No
2010,Brandon Spikes,Florida,LB,75,249,NA,*5.05,NA,29,111,NA,6.97,No
2010,C.J. Spiller,Clemson,RB,71,196,10,4.27,18,NA,NA,NA,NA,No
2010,James Starks,Buffalo,RB,74,218,NA,4.5,15,36,119,4.23,6.89,No
2010,Darian Stewart,South Carolina,DB,71,213,NA,4.53,12,37,122,4.32,NA,No
2010,Darrell Stuckey,Kansas,DB,73,205,NA,4.46,17,39.5,120,NA,NA,No
2010,Ndamukong Suh,Nebraska,DL,76,307,NA,5.03,32,35.5,105,4.44,7.21,Yes
2010,Stevenson Sylvester,Utah,LB,74,231,NA,4.71,23,NA,NA,NA,NA,No
2010,Ben Tate,Auburn,RB,71,220,NA,4.34,26,40.5,124,4.12,6.91,No
2010,Golden Tate,Notre Dame,PC,70,199,NA,4.42,17,35,120,4.34,7.12,No
2010,Daniel Te'o-Nesheim,Washington,DL,76,263,NA,4.73,29,37,121,4.18,6.91,Yes
2010,Tim Tebow,Florida,QB,75,236,22,4.71,NA,38.5,115,4.17,6.66,No
2010,Matt Tennant,Boston College,OL,77,300,NA,5.15,27,25,98,4.62,7.6,Yes
2010,Mike Tepper,California,OL,78,324,NA,5.31,28,26.5,NA,5.25,7.95,Yes
2010,Cam Thomas,North Carolina,DL,76,330,NA,5.16,31,29,102,4.78,7.68,Yes
2010,Earl Thomas,Texas,DB,70,202,NA,4.43,21,NA,113,NA,NA,No
2010,Kevin Thomas,Southern California,DB,73,192,NA,4.41,19,34.5,126,4.18,6.82,No
2010,Syd'Quan Thompson,California,DB,69,186,NA,*4.62,NA,33,117,4.26,6.73,No
2010,Manase Tonga,BYU,RB,71,245,NA,4.84,19,32,105,4.69,7.44,No
2010,Keith Toston,Oklahoma State,RB,73,213,NA,4.66,22,32,110,4.67,NA,No
2010,Adrian Tracy,William & Mary,LB,75,248,NA,4.76,20,35.5,110,4.34,7.08,No
2010,Nate Triplett,Minnesota,LB,75,250,NA,4.7,20,33,115,4.37,7.02,No
2010,Torell Troup,Central Florida,DL,75,314,NA,5.12,34,29,98,4.73,7.61,Yes
2010,Adam Ulatoski,Texas,OL,78,300,NA,5.52,24,26,NA,4.99,7.98,Yes
2010,Jared Veldheer,Hillsdale,OL,80,312,NA,5.06,32,33.5,109,4.51,7.4,Yes
2010,Alterraun Verner,UCLA,DB,70,189,NA,4.52,11,32,116,4.12,6.7,No
2010,Jamar Wall,Texas Tech,DB,70,204,NA,*4.52,15,NA,NA,NA,NA,No
2010,J.D. Walton,Baylor,OL,75,300,NA,5.19,24,27,101,4.69,7.6,Yes
2010,Ed Wang,Virginia Tech,OL,77,314,NA,5.18,29,27,96,4.7,NA,Yes
2010,T.J. Ward,Oregon,DB,71,211,NA,4.56,19,34,121,NA,NA,No
2010,Donovan Warren,Michigan,DB,73,193,NA,4.62,12,NA,113,NA,NA,No
2010,Daryl Washington,Texas Christian,LB,74,230,NA,4.58,17,31,114,NA,NA,No
2010,Lorenzo Washington,Alabama,DL,76,291,NA,5.21,25,30,107,4.68,7.4,Yes
2010,Tony Washington,Abilene Christian,OL,78,311,NA,5.25,33,29.5,114,4.84,7.52,Yes
2010,Dekoda Watson,Florida State,LB,74,226,NA,4.55,24,40,134,4.11,7.06,No
2010,Sean Weatherspoon,Missouri,LB,73,239,NA,4.62,34,40,123,4.38,6.99,No
2010,Thomas Welch,Vanderbilt,OL,79,307,NA,5.42,29,29,NA,4.8,7.67,Yes
2010,Blair White,Michigan State,PC,74,209,NA,4.49,18,33.5,115,4.03,6.69,No
2010,Damian Williams,Southern California,PC,73,197,NA,4.52,19,38,118,4.24,6.79,No
2010,Dan Williams,Tennessee,DL,74,327,NA,5.19,27,32,96,4.87,7.88,Yes
2010,Jeremy Williams,Tulane,PC,73,206,NA,4.59,14,36,117,NA,6.73,No
2010,Kyle Williams,Arizona State,PC,70,188,NA,4.4,11,33,118,4.19,7,No
2010,Mike Williams,Syracuse,PC,74,221,NA,4.53,8,33.5,116,4.31,6.9,No
2010,Stephen Williams,Toledo,PC,77,210,NA,4.5,15,36.5,125,4.11,6.81,No
2010,Trent Williams,Oklahoma,OL,77,315,NA,4.81,23,34.5,113,4.63,7.64,Yes
2010,C.J. Wilson,East Carolina,DL,75,290,NA,4.83,32,33,116,4.77,NA,Yes
2010,E.J. Wilson,North Carolina,DL,75,286,NA,*4.97,23,29.5,NA,NA,NA,Yes
2010,Kion Wilson,South Florida,LB,73,239,NA,4.87,27,36.5,123,4.53,NA,No
2010,Kyle Wilson,Boise State,DB,70,194,NA,*4.43,25,NA,NA,NA,NA,No
2010,Lindsey Witten,Connecticut,DL,77,250,NA,4.7,23,36.5,115,4.62,7.32,Yes
2010,Justin Woodall,Alabama,DB,73,223,NA,4.64,13,34,118,4.17,6.88,No
2010,Al Woods,Louisiana State,DL,76,309,NA,5.15,NA,37,109,4.67,7.45,Yes
2010,Corey Wootton,Northwestern,DL,78,270,NA,*4.92,20,NA,NA,NA,NA,Yes
2010,Jason Worilds,Virginia Tech,LB,73,254,NA,4.65,24,38,114,4.29,6.95,No
2010,Doug Worthington,Ohio State,DL,77,292,NA,*5.02,19,NA,NA,NA,NA,Yes
2010,Major Wright,Florida,DB,73,206,NA,4.44,14,37.5,119,4.36,6.95,No
2010,Sam Young,Notre Dame,OL,80,316,NA,5.2,29,29.5,104,4.87,7.73,Yes
2010,Willie Young,North Carolina State,DL,77,251,NA,4.88,25,38,118,4.56,7.24,Yes
2009,Kevin Akins,Boston College,LB,74,218,NA,4.82,15,31.5,117,4.15,6.78,No
2009,Asher Allen,Georgia,DB,70,194,NA,4.48,22,35,115,4.3,6.93,No
2009,Stanley Arnoux,Wake Forest,LB,73,232,NA,4.56,19,31.5,121,4.39,7.22,No
2009,Robert Ayers,Tennessee,DL,75,272,NA,4.77,18,29.5,102,4.51,7.56,Yes
2009,Chris Baker,Hampton,DL,74,326,NA,4.94,24,35.5,106,4.9,8.06,Yes
2009,Ramses Barden,Cal Poly,PC,78,229,NA,4.55,17,33.5,118,4.26,NA,No
2009,Kevin Barnes,Maryland,DB,73,187,41,4.45,NA,38.5,128,3.96,6.72,No
2009,Connor Barwin,Cincinnati,LB,76,256,NA,4.59,21,40.5,128,4.18,6.87,No
2009,William Beatty,Connecticut,OL,78,307,NA,5.06,27,33.5,107,4.77,7.62,Yes
2009,Travis Beckum,Wisconsin,PC,75,239,NA,*4.62,28,NA,NA,NA,NA,No
2009,Darry Beckwith,Louisiana State,LB,73,234,NA,4.75,23,26.5,110,4.5,7.39,No
2009,Joel Bell,Furman,OL,79,315,NA,5.11,27,30,109,4.57,7.55,Yes
2009,Kahlil Bell,UCLA,RB,71,212,NA,4.74,15,34.5,114,4.2,6.87,No
2009,Michael Bennett,Texas A&M,DL,76,274,NA,5,24,31,110,NA,NA,Yes
2009,Demonte Bolden,Tennessee,DL,75,285,NA,5.04,NA,31.5,109,4.78,7.5,Yes
2009,Jason Boltus,Hartwick,QB,75,225,NA,4.82,26,31.5,111,4.47,7,No
2009,Rhett Bomar,Sam Houston State (TX),QB,74,225,NA,4.7,25,NA,106,4.06,6.91,No
2009,Alex Boone,Ohio State,OL,79,328,NA,5.16,33,27.5,103,4.69,7.83,Yes
2009,Ron Brace,Boston College,DL,75,330,NA,5.48,32,28,99,4.73,8.15,Yes
2009,Tom Brandstater,Fresno State,QB,77,220,NA,4.87,NA,28.5,106,4.37,6.93,No
2009,Marquez Branson,Central Arkansas,RB,74,247,NA,4.69,22,35,109,NA,NA,No
2009,Robert Brewster,Ball State,OL,76,325,NA,5.29,23,30.5,98,4.75,7.68,Yes
2009,Travis Bright,BYU,OL,76,321,NA,5.26,34,35.5,108,4.72,7.75,Yes
2009,Jasper Brinkley,South Carolina,LB,74,252,NA,4.67,26,35.5,114,4.32,7.03,No
2009,Kenny Britt,Rutgers,PC,75,218,NA,4.49,23,37,124,4.47,NA,No
2009,Eben Britton,Arizona,OL,78,309,31,5.14,24,28.5,100,4.91,7.87,Yes
2009,Jared Bronson,Central Washington,PC,76,253,NA,4.7,NA,32.5,116,4.33,7.15,No
2009,Andre Brown,North Carolina State,RB,73,224,NA,4.37,24,37,115,4.33,7.35,No
2009,Cody Brown,Connecticut,LB,74,244,NA,4.76,26,36.5,120,4.4,7.1,No
2009,Donald Brown,Connecticut,RB,70,210,NA,4.46,NA,41.5,125,4.1,6.93,No
2009,Everette Brown,Florida State,DL,74,256,NA,4.65,26,31.5,114,4.53,7.55,Yes
2009,Nathan Brown,Central Arkansas,QB,73,219,NA,4.86,NA,30.5,106,4.44,7.43,No
2009,Rob Bruggeman,Iowa,OL,76,293,NA,*5.05,30,NA,NA,NA,NA,Yes
2009,David Bruton,Notre Dame,DB,74,219,NA,4.4,19,41.5,132,4.28,6.6,No
2009,Joe Burnett,Central Florida,DB,70,192,NA,4.58,22,35.5,118,4.25,6.68,No
2009,Darius Butler,Connecticut,DB,71,183,NA,4.41,NA,43,134,4.18,6.92,No
2009,Deon Butler,Penn State,PC,71,182,NA,4.31,12,34.5,118,4.48,7.01,No
2009,Victor Butler,Oregon State,LB,74,248,NA,4.76,24,33,113,4.4,7.21,No
2009,Demetrius Byrd,Louisiana State,PC,73,196,NA,4.35,NA,31.5,117,NA,NA,No
2009,Gerald Cadogan,Penn State,OL,77,309,NA,4.99,26,25,95,4.8,8.05,Yes
2009,Antoine Caldwell,Alabama,OL,75,309,NA,5.24,23,28,111,5.04,7.96,Yes
2009,Trevor Canfield,Cincinnati,OL,77,307,NA,5.3,29,NA,NA,NA,NA,Yes
2009,Hunter Cantwell,Louisville,QB,77,235,NA,5.22,NA,26,99,4.59,7.4,No
2009,Don Carey,Norfolk State (VA),DB,71,192,NA,4.49,18,NA,NA,NA,NA,No
2009,James Casey,Rice,RB,75,246,NA,4.74,28,36,111,4.48,7,No
2009,Jonathan Casillas,Wisconsin,LB,73,228,NA,*4.50,24,NA,NA,NA,NA,No
2009,Jeremy Childs,Boise State,PC,73,200,NA,4.62,NA,33.5,115,4.26,6.9,No
2009,Patrick Chung,Oregon,DB,71,212,NA,4.49,25,34,119,NA,NA,No
2009,Chris Clemons,Clemson,DB,73,208,NA,4.33,19,37.5,127,4.38,7.27,No
2009,Glen Coffee,Alabama,RB,73,209,NA,4.5,24,36,121,4.51,7.35,No
2009,Austin Collie,BYU,PC,73,200,NA,4.56,17,34,120,4.24,6.78,No
2009,Emanuel Cook,South Carolina,DB,70,197,NA,4.57,18,35,116,NA,NA,No
2009,Jared Cook,South Carolina,PC,77,246,NA,4.49,23,41,123,NA,NA,No
2009,Jason Cook,Mississippi,RB,71,244,NA,*4.71,21,NA,NA,NA,NA,No
2009,Jon Cooper,Oklahoma,OL,74,291,NA,5.09,31,29.5,105,4.6,7.46,Yes
2009,Quan Cosby,Texas,PC,69,196,NA,4.5,NA,NA,NA,4.47,7.28,No
2009,Aaron Curry,Wake Forest,LB,74,254,NA,4.52,25,37,124,4.51,7.15,No
2009,Brian Cushing,Southern California,LB,75,243,23,4.64,30,35,120,4.22,6.84,No
2009,Chase Daniel,Missouri,QB,73,218,NA,4.79,NA,33,NA,4.31,7.28,No
2009,C.J. Davis,Pittsburgh,OL,74,308,NA,5.51,21,25.5,88,4.93,8.09,Yes
2009,James Davis,Clemson,RB,71,218,NA,4.55,17,32,109,4.37,7.15,No
2009,Nate Davis,Ball State,QB,74,226,NA,4.95,NA,26.5,99,NA,NA,No
2009,Rulon Davis,California,DL,77,281,NA,5,20,30,111,NA,NA,Yes
2009,Vontae Davis,Illinois,DB,71,203,NA,4.4,25,36,125,4.07,6.75,No
2009,Will Davis,Illinois,DL,74,261,NA,4.84,27,33,115,4.45,7.38,Yes
2009,Louis Delmas,Western Michigan,DB,73,202,12,4.52,12,37,126,4.17,6.67,No
2009,Jarett Dillard,Rice,PC,70,191,NA,4.52,13,42.5,129,4.41,7.1,No
2009,Davon Drew,East Carolina,PC,76,256,NA,4.78,17,29.5,113,4.56,7.28,No
2009,Dominique Edison,Stephen F Austin,PC,74,204,NA,4.43,NA,37,120,4.18,NA,No
2009,Pannel Egboh,Stanford,DL,78,276,NA,4.9,26,31.5,116,4.4,7.24,Yes
2009,Kevin Ellison,Southern California,LB,73,227,NA,4.8,32,NA,NA,NA,NA,No
2009,Larry English,Northern Illinois,LB,74,255,NA,4.82,24,36,107,4.38,7.26,No
2009,Maurice Evans,Penn State,DL,74,274,NA,5,17,29,107,4.57,7.32,Yes
2009,Paul Fanaika,Arizona State,OL,77,327,NA,*5.48,15,NA,NA,NA,NA,Yes
2009,Marlon Favorite,Louisiana State,DL,73,317,NA,*5.12,26,NA,NA,NA,NA,Yes
2009,Ray Feinga,BYU,OL,76,337,NA,*5.32,30,NA,NA,NA,NA,Yes
2009,Anthony Felder,California,LB,74,233,NA,4.69,28,NA,116,NA,NA,No
2009,Robby Felix,Texas-El Paso,OL,75,302,NA,5.2,33,29,97,4.73,7.96,Yes
2009,Tony Fiammetta,Syracuse,RB,73,245,NA,4.58,30,34,112,4.49,7.31,No
2009,Alex Fletcher,Stanford,OL,74,297,NA,5.39,30,28,96,4.65,7.78,Yes
2009,Bradley Fletcher,Iowa,DB,73,196,NA,4.47,20,38.5,122,4.29,7.04,No
2009,Moise Fokou,Maryland,LB,73,233,NA,4.65,12,31,121,4.28,7.09,No
2009,Zack Follett,California,LB,74,236,NA,4.69,NA,37,117,NA,7.31,No
2009,Arian Foster,Tennessee,RB,73,226,NA,*4.68,23,NA,NA,NA,NA,No
2009,Brooks Foster,North Carolina,PC,73,201,NA,*4.45,27,NA,NA,NA,NA,No
2009,Ramon Foster,Tennessee,OL,77,328,NA,5.57,20,26,92,4.98,7.96,Yes
2009,Coye Francies,San Jose State,DB,73,185,NA,4.63,24,36,123,4.24,6.81,No
2009,Josh Freeman,Kansas State,QB,78,248,27,4.9,NA,33.5,119,4.43,7.11,No
2009,Marcus Freeman,Ohio State,LB,73,239,NA,4.65,30,37,113,4.12,6.98,No
2009,Xavier Fulton,Illinois,OL,76,302,NA,5.01,27,31,111,4.56,7.35,Yes
2009,Juan Garcia,Washington,OL,74,307,NA,5.42,34,25,93,4.87,8,Yes
2009,Dan Gay,Baylor,OL,76,308,NA,5.5,18,22.5,86,5.42,8.67,Yes
2009,Jarron Gilbert,San Jose State,DL,77,288,NA,4.81,28,35.5,119,4.56,7.7,Yes
2009,Cody Glenn,Nebraska,LB,72,244,NA,*4.78,25,NA,NA,NA,NA,No
2009,Mike Goodson,Texas A&M,RB,73,208,NA,4.46,14,39.5,118,4.22,6.89,No
2009,Adrian Grady,Louisville,DL,74,298,NA,5.19,31,32,105,4.72,7.68,Yes
2009,Tyronne Green,Auburn,OL,74,309,NA,5.4,22,NA,NA,NA,NA,Yes
2009,Courtney Greene,Rutgers,DB,73,212,NA,4.55,21,34.5,116,4.16,7.35,No
2009,Shonn Greene,Iowa,RB,71,227,NA,4.62,19,37,121,4.4,7.1,No
2009,Dan Gronkowski,Maryland,PC,78,255,NA,4.79,26,33,122,4.26,6.92,No
2009,Michael Hamlin,Clemson,DB,74,214,NA,4.57,17,37.5,117,4.42,7.14,No
2009,Cullen Harper,Clemson,QB,75,225,NA,4.95,19,30,105,4.49,7.43,No
2009,Graham Harrell,Texas Tech,QB,74,223,23,5.07,NA,29.5,98,4.56,7.45,No
2009,Cary Harris,Southern California,DB,73,187,NA,4.58,18,NA,NA,NA,NA,No
2009,Nic Harris,Oklahoma,LB,75,234,NA,4.86,15,31.5,109,4.37,7.05,No
2009,Ra'Shon Harris,Oregon,DL,76,298,NA,4.99,28,25.5,106,4.87,8.18,Yes
2009,Victor Harris,Virginia Tech,DB,71,198,NA,4.68,NA,33.5,118,3.98,6.68,No
2009,Brian Hartline,Ohio State,PC,74,195,NA,4.52,NA,34.5,120,4.12,6.65,No
2009,Percy Harvin,Florida,PC,71,192,12,4.39,19,NA,NA,NA,NA,No
2009,Brett Helms,Louisiana State,OL,74,286,NA,*5.36,25,NA,NA,NA,NA,Yes
2009,Darrius Heyward-Bey,Maryland,PC,74,210,NA,4.25,16,38.5,126,4.18,6.8,No
2009,Anthony Hill,North Carolina State,PC,77,262,NA,4.84,21,30.5,107,4.56,7.31,No
2009,SammieLee Hill,Stillman,DL,76,329,NA,5.12,27,28,109,4.97,7.89,Yes
2009,Stephen Hodge,Texas Christian,LB,73,234,NA,4.59,22,35,115,4.34,7.21,No
2009,Chase Holbrook,New Mexico State,QB,76,242,NA,5.12,NA,27,108,4.65,7.93,No
2009,Lendy Holmes,Oklahoma,DB,73,206,NA,4.69,16,32,112,4.32,7.28,No
2009,Evander Hood,Missouri,DL,75,300,NA,4.83,34,33,108,4.55,7.5,Yes
2009,Brian Hoyer,Michigan State,QB,74,215,NA,5.02,NA,32,109,4.42,7.1,No
2009,Brandon Hughes,Oregon State,DB,71,182,NA,4.4,8,36.5,128,4.23,6.9,No
2009,Juaquin Iglesias,Oklahoma,PC,73,210,NA,4.44,NA,34.5,116,4.4,NA,No
2009,Cornelius Ingram,Florida,PC,76,245,NA,4.68,21,33,NA,4.53,7.12,No
2009,Corvey Irvin,Georgia,DL,75,301,NA,4.96,24,24.5,97,4.73,7.44,Yes
2009,Greg Isdaner,West Virginia,OL,76,325,NA,5.42,24,27,92,5.07,7.96,Yes
2009,Mortty Ivy,West Virginia,LB,74,248,NA,4.88,18,25.5,104,4.75,7.35,No
2009,Tyson Jackson,Louisiana State,DL,76,296,NA,4.94,NA,28.5,102,4.8,7.64,Yes
2009,Tim Jamison,Michigan,DL,75,256,NA,5.07,21,30,107,4.6,7.56,Yes
2009,Ricky Jean Francois,Louisiana State,DL,75,295,NA,*5.18,25,26,NA,NA,NA,Yes
2009,Malcolm Jenkins,Ohio State,DB,73,204,NA,4.51,15,33,124,4.08,6.59,No
2009,Rashad Jennings,Liberty,RB,73,231,NA,4.59,29,34,120,4.2,6.86,No
2009,Bruce Johnson,Miami,DB,70,170,NA,4.49,6,34.5,125,4.05,6.71,No
2009,David Johnson,Arkansas State,RB,74,260,NA,4.73,21,32.5,113,4.43,7.28,No
2009,Domonique Johnson,Jackson State,DB,74,198,NA,4.5,7,32,116,4.3,7,No
2009,Gartrell Johnson,Colorado State,RB,70,219,NA,4.75,20,34,114,NA,NA,No
2009,Herman Johnson,Louisiana State,OL,79,356,NA,5.5,21,NA,NA,NA,NA,Yes
2009,Ian Johnson,Boise State,RB,71,212,NA,4.41,26,33,116,4.18,6.93,No
